kanji_index,kanji,slug,keyword,lesson_number,kml_primitives,cluster_components,jp_verse,en_verse
2208,檎,apple,apple,111,,,,
2209,憐,sympathize_with,sympathize_with,111,,,,
2210,燐,phosphorus,phosphorus,111,,,,
2211,麟,camelopard,camelopard,111,,,,
2212,鱗,scaled,scaled,111,,,,
2213,奄,encompassing,encompassing,111,,,,
2214,庵,hermitage,hermitage,111,,,,
2215,掩,shrouded,shrouded,111,,,,
2216,悛,make_amends,make_amends,111,,,,
2217,駿,steed,steed,111,,,,
2218,峻,steep,steep,111,,,,
2219,竣,complete_a_job,complete_a_job,111,,,,
2220,犀,rhinoceros,rhinoceros,111,,,,
2221,皐,lunar_month,lunar_month,112,,,,
2222,畷,rice_field_footpath,rice_field_footpath,112,,,,
2223,綴,mend,mend,112,,,,
2224,鎧,suit_of_armor,suit_of_armor,112,,,,
2225,凱,triumph,triumph,112,,,,
2226,呑,quaff,quaff,112,,,,
2227,韮,leek,leek,112,,,,
2228,籤,lottery,lottery,112,,,,
2229,懺,penitential,penitential,112,,,,
2230,芻,hay,hay,112,,,,
2231,雛,chick,chick,112,,,,
2232,趨,scurry,scurry,112,,,,
2233,尤,understandably,understandably,112,,,,
2234,厖,immense,immense,112,,,,
2235,或,some,some,112,,,,
2236,兎,rabbit,rabbit,112,,,,
2237,也,also,also,112,,,,
2238,巴,swirl,swirl,112,,,,
2239,疋,critters,critters,112,,,,
2240,菫,violet,violet,112,,,,
2241,曼,mandala,mandala,113,,,,
2242,云,quote,quote,113,,,,
2243,莫,shalt,shalt,113,,,,
2244,而,and_then,and_then,113,,,,
2245,倭,yamato,yamato,113,,,,
2246,侠,chivalry,chivalry,113,,,,
2247,倦,fed_up,fed_up,113,,,,
2248,俄,abrupt,abrupt,113,,,,
2249,佃,work_a_field,work_a_field,113,,,,
2250,仔,animal_offspring,animal_offspring,113,,,,
2251,仇,foe,foe,113,,,,
2252,伽,look_after,look_after,113,,,,
2253,儲,make_a_profit,make_a_profit,113,,,,
2254,僑,emigrant,emigrant,113,,,,
2255,倶,mate,mate,113,,,,
2256,侃,forthright,forthright,113,,,,
2257,偲,memorial,memorial,113,,,,
2258,侭,as_is,as_is,113,,,,
2259,脩,dried_meat,dried_meat,113,,,,
2260,倅,my_son,my_son,113,,,,
2261,做,make_do,make_do,114,,,,
2262,冴,sharp,sharp,114,,,,
2263,凋,wilt,wilt,114,,,,
2264,凌,pull_through,pull_through,114,,,,
2265,凛,stately,stately,114,,,,
2266,凧,kite,kite,114,,,,
2267,凪,lull,lull,114,,,,
2268,夙,earlybird,earlybird,114,,,,
2269,鳳,phoenix,phoenix,114,,,,
2270,剽,menace,menace,114,,,,
2271,劉,slaughter,slaughter,114,,,,
2272,剃,shave,shave,114,,,,
2273,厭,despondent,despondent,114,,,,
2274,雁,wild_goose,wild_goose,114,,,,
2275,贋,counterfeit,counterfeit,114,,,,
2276,厨,kitchen,kitchen,114,,,,
2277,仄,insinuate,insinuate,114,,,,
2278,哨,scout,scout,114,,,,
2279,咎,reprehend,reprehend,114,,,,
2280,囁,whisper,whisper,114,,,,
2281,喋,chatter,chatter,115,,,,
2282,嘩,quarrel,quarrel,115,,,,
2283,噂,gossip,gossip,115,,,,
2284,咳,cough,cough,115,,,,
2285,喧,clamor,clamor,115,,,,
2286,叩,bash,bash,115,,,,
2287,嘘,fib,fib,115,,,,
2288,啄,peck_at,peck_at,115,,,,
2289,吠,barking,barking,115,,,,
2290,吊,dangle,dangle,115,,,,
2291,噛,chew,chew,115,,,,
2292,叶,within_ability,within_ability,115,,,,
2293,吻,sides_of_mouth,sides_of_mouth,115,,,,
2294,吃,stammer,stammer,115,,,,
2295,噺,spin_a_tale,spin_a_tale,115,,,,
2296,噌,miso,miso,115,,,,
2297,邑,city_walls,city_walls,115,,,,
2298,呆,dumbfounded,dumbfounded,115,,,,
2299,喰,ingest,ingest,115,,,,
2300,埴,clay,clay,115,,,,
2301,坤,receptive,receptive,116,,,,
2302,壕,dugout,dugout,116,,,,
2303,垢,grime,grime,116,,,,
2304,坦,flat_level,flat_level,116,,,,
2305,埠,wharf,wharf,116,,,,
2306,堰,dam,dam,116,,,,
2307,堵,railing,railing,116,,,,
2308,嬰,suckling_infant,suckling_infant,116,,,,
2309,姦,violate,violate,116,,,,
2310,婢,handmaiden,handmaiden,116,,,,
2311,婉,well_finished,well_finished,116,,,,
2312,娼,harlot,harlot,116,,,,
2313,妓,courtesan,courtesan,116,,,,
2314,娃,fair,fair,116,,,,
2315,姪,niece,niece,116,,,,
2316,嬬,mistress,mistress,116,,,,
2317,姥,aged_woman,aged_woman,116,,,,
2318,姑,motherinlaw,motherinlaw,116,,,,
2319,姐,young_miss,young_miss,116,,,,
2320,嬉,overjoyed,overjoyed,116,,,,
2321,孕,expecting,expecting,117,,,,
2322,孜,assiduous,assiduous,117,,,,
2323,宥,soothe,soothe,117,,,,
2324,寓,imply,imply,117,,,,
2325,宏,extensive,extensive,117,,,,
2326,牢,jail,jail,117,,,,
2327,宋,sung_dynasty,sung_dynasty,117,,,,
2328,宍,venison,venison,117,,,,
2329,屠,butchering,butchering,117,,,,
2330,屁,fart,fart,117,,,,
2331,屑,rubbish,rubbish,117,,,,
2332,屡,frequently,frequently,117,,,,
2333,屍,corpse,corpse,117,,,,
2334,屏,folding_screen,folding_screen,117,,,,
2335,嵩,high_reaching,high_reaching,117,,,,
2336,崚,rugged_mountains,rugged_mountains,117,,,,
2337,嶺,mountain_top,mountain_top,117,,,,
2338,嵌,fit_into,fit_into,117,,,,
2339,帖,quire,quire,117,,,,
2340,幡,banner,banner,117,,,,
2341,幟,pennant,pennant,118,,,,
2342,庖,cleaver,cleaver,118,,,,
2343,廓,licensed_quarters,licensed_quarters,118,,,,
2344,庇,overhang,overhang,118,,,,
2345,鷹,hawk,hawk,118,,,,
2346,庄,shire,shire,118,,,,
2347,廟,tomb_sanctuary,tomb_sanctuary,118,,,,
2348,彊,strengthen,strengthen,118,,,,
2349,弛,loosen,loosen,118,,,,
2350,粥,rice_gruel,rice_gruel,118,,,,
2351,挽,lathe,lathe,118,,,,
2352,撞,bump_into,bump_into,118,,,,
2353,扮,disguise,disguise,118,,,,
2354,捏,fabrication,fabrication,118,,,,
2355,掴,clutch,clutch,118,,,,
2356,捺,impress,impress,118,,,,
2357,掻,scratch,scratch,118,,,,
2358,撰,assortment,assortment,118,,,,
2359,揃,muster,muster,118,,,,
2360,捌,deal_with,deal_with,118,,,,
2361,按,press_down_on,press_down_on,119,,,,
2362,播,disseminate,disseminate,119,,,,
2363,揖,bow,bow,119,,,,
2364,托,receptacle,receptacle,119,,,,
2365,捧,devote,devote,119,,,,
2366,撚,twirl,twirl,119,,,,
2367,挺,upright,upright,119,,,,
2368,擾,commotion,commotion,119,,,,
2369,撫,petting,petting,119,,,,
2370,撒,sprinkle,sprinkle,119,,,,
2371,擢,outstanding,outstanding,119,,,,
2372,摺,rubbing,rubbing,119,,,,
2373,捷,spoils,spoils,119,,,,
2374,抉,gouge_out,gouge_out,119,,,,
2375,怯,wince,wince,119,,,,
2376,惟,ponder,ponder,119,,,,
2377,惚,infatuation,infatuation,119,,,,
2378,怜,quickwitted,quickwitted,119,,,,
2379,惇,considerate,considerate,119,,,,
2380,恰,as_if,as_if,119,,,,
2381,恢,enlarge,enlarge,120,,,,
2382,悌,respect_for_elders,respect_for_elders,120,,,,
2383,澪,canal,canal,120,,,,
2384,洸,glistening,glistening,120,,,,
2385,滉,expanse,expanse,120,,,,
2386,漱,gargle,gargle,120,,,,
2387,洲,continent,continent,120,,,,
2388,洵,swirling_waters,swirling_waters,120,,,,
2389,滲,seep,seep,120,,,,
2390,洒,rinse,rinse,120,,,,
2391,沐,douse,douse,120,,,,
2392,泪,teardrops,teardrops,120,,,,
2393,渾,gushing,gushing,120,,,,
2394,涜,blaspheme,blaspheme,120,,,,
2395,梁,roofbeam,roofbeam,120,,,,
2396,澱,sediment,sediment,120,,,,
2397,洛,old_kyoto,old_kyoto,120,,,,
2398,汝,thee,thee,120,,,,
2399,漉,filter,filter,120,,,,
2400,瀕,on_verge_of,on_verge_of,120,,,,
2401,濠,moat,moat,121,,,,
2402,溌,spray,spray,121,,,,
2403,湊,port,port,121,,,,
2404,淋,solitude,solitude,121,,,,
2405,浩,abounding,abounding,121,,,,
2406,汀,waters_edge,waters_edge,121,,,,
2407,鴻,large_goose,large_goose,121,,,,
2408,潅,souse,souse,121,,,,
2409,溢,brimming,brimming,121,,,,
2410,湛,inundate,inundate,121,,,,
2411,淳,immaculate,immaculate,121,,,,
2412,渥,moisten,moisten,121,,,,
2413,灘,rough_seas,rough_seas,121,,,,
2414,汲,draw_water,draw_water,121,,,,
2415,溜,cumulation,cumulation,121,,,,
2416,渕,abyss_variant,abyss_variant,121,,,,
2417,沌,chaos,chaos,121,,,,
2418,濾,strainer,strainer,121,,,,
2419,濡,drench,drench,121,,,,
2420,淀,eddy,eddy,121,,,,
2421,涅,black_soil,black_soil,122,,,,
2422,斧,hatchet,hatchet,122,,,,
2423,爺,grandpa,grandpa,122,,,,
2424,猾,sly,sly,122,,,,
2425,猥,indecent,indecent,122,,,,
2426,狡,cunning,cunning,122,,,,
2427,狸,racoon_dog,racoon_dog,122,,,,
2428,狼,wolf,wolf,122,,,,
2429,狽,flustered,flustered,122,,,,
2430,狗,pup,pup,122,,,,
2431,狐,fox,fox,122,,,,
2432,狛,komainu,komainu,122,,,,
2433,獅,lion,lion,122,,,,
2434,狒,baboon,baboon,122,,,,
2435,莨,tobacco,tobacco,122,,,,
2436,茉,jasmine,jasmine,122,,,,
2437,莉,hawthorn,hawthorn,122,,,,
2438,苺,strawberry,strawberry,122,,,,
2439,萩,bush_clover,bush_clover,122,,,,
2440,藝,technique_old,technique_old,122,,,,
2441,薙,trim,trim,123,,,,
2442,蓑,straw_raincoat,straw_raincoat,123,,,,
2443,苔,moss,moss,123,,,,
2444,蕩,prodigal,prodigal,123,,,,
2445,蔓,tendril,tendril,123,,,,
2446,蓮,lotus,lotus,123,,,,
2447,芙,lotus_flower,lotus_flower,123,,,,
2448,蓉,lotus_blossom,lotus_blossom,123,,,,
2449,蘭,orchid,orchid,123,,,,
2450,芦,hollow_reed,hollow_reed,123,,,,
2451,薯,yam,yam,123,,,,
2452,菖,iris,iris,123,,,,
2453,蕉,banana,banana,123,,,,
2454,蕎,buckwheat,buckwheat,123,,,,
2455,蕗,butterbur,butterbur,123,,,,
2456,茄,eggplant,eggplant,123,,,,
2457,蔭,behind_the_scenes,behind_the_scenes,123,,,,
2458,蓬,wormwood,wormwood,123,,,,
2459,芥,mustard,mustard,123,,,,
2460,萌,germinate,germinate,123,,,,
2461,葡,grape,grape,124,,,,
2462,萄,grape_vine,grape_vine,124,,,,
2463,蘇,resurrect,resurrect,124,,,,
2464,蕃,grow_wild,grow_wild,124,,,,
2465,苓,cocklebur,cocklebur,124,,,,
2466,菰,rush_mat,rush_mat,124,,,,
2467,蒙,darken,darken,124,,,,
2468,茅,grassy_reed,grassy_reed,124,,,,
2469,芭,plantain,plantain,124,,,,
2470,苅,mow,mow,124,,,,
2471,葱,onion,onion,124,,,,
2472,葵,hollyhock,hollyhock,124,,,,
2473,葺,shingling,shingling,124,,,,
2474,蕊,stamen,stamen,124,,,,
2475,茸,mushroom,mushroom,124,,,,
2476,蒔,sowing,sowing,124,,,,
2477,芹,parsley,parsley,124,,,,
2478,苫,thatching,thatching,124,,,,
2479,蒼,pale_blue,pale_blue,124,,,,
2480,藁,straw,straw,124,,,,
2481,蕪,turnip,turnip,125,,,,
2482,藷,sweet_potato,sweet_potato,125,,,,
2483,薮,quack,quack,125,,,,
2484,蒜,garlic,garlic,125,,,,
2485,蕨,bracken,bracken,125,,,,
2486,蔚,grow_plentiful,grow_plentiful,125,,,,
2487,茜,madder_red,madder_red,125,,,,
2488,莞,candle_rush,candle_rush,125,,,,
2489,蒐,collector,collector,125,,,,
2490,菅,sedge,sedge,125,,,,
2491,葦,ditch_reed,ditch_reed,125,,,,
2492,迪,way,way,125,,,,
2493,辿,track_down,track_down,125,,,,
2494,這,crawl,crawl,125,,,,
2495,迂,detour,detour,125,,,,
2496,遁,shirk,shirk,125,,,,
2497,逢,tryst,tryst,125,,,,
2498,遥,far_off,far_off,125,,,,
2499,遼,faraway,faraway,125,,,,
2500,逼,pressing,pressing,125,,,,
2501,迄,until,until,126,,,,
2502,逗,standstill,standstill,126,,,,
2503,鄭,courtesy,courtesy,126,,,,
2504,隕,falling,falling,126,,,,
2505,隈,nook,nook,126,,,,
2506,憑,possessed,possessed,126,,,,
2507,惹,attract,attract,126,,,,
2508,悉,all,all,126,,,,
2509,忽,instantaneously,instantaneously,126,,,,
2510,惣,firstborn_son,firstborn_son,126,,,,
2511,愈,all_the_more,all_the_more,126,,,,
2512,恕,sensitive,sensitive,126,,,,
2513,昴,over_arching,over_arching,126,,,,
2514,晋,progress,progress,126,,,,
2515,晟,aglow,aglow,126,,,,
2516,暈,halo,halo,126,,,,
2517,暉,glitter,glitter,126,,,,
2518,旱,dry_weather,dry_weather,126,,,,
2519,晏,clear_skies,clear_skies,126,,,,
2520,晨,morrow,morrow,126,,,,
2521,晒,bleaching,bleaching,127,,,,
2522,晃,limpid,limpid,127,,,,
2523,曝,expose,expose,127,,,,
2524,曙,daybreak,daybreak,127,,,,
2525,昂,elevate,elevate,127,,,,
2526,昏,dusk,dusk,127,,,,
2527,晦,dark,dark,127,,,,
2528,膿,pus,pus,127,,,,
2529,腑,viscera,viscera,127,,,,
2530,胱,bladder,bladder,127,,,,
2531,胚,embryo,embryo,127,,,,
2532,肛,anus,anus,127,,,,
2533,脆,fragile,fragile,127,,,,
2534,肋,rib,rib,127,,,,
2535,腔,body_cavity,body_cavity,127,,,,
2536,肱,armrest,armrest,127,,,,
2537,胡,uncivilized,uncivilized,127,,,,
2538,楓,maple,maple,127,,,,
2539,楊,purple_willow,purple_willow,127,,,,
2540,椋,elm,elm,127,,,,
2541,榛,hazel,hazel,128,,,,
2542,櫛,comb,comb,128,,,,
2543,槌,sledgehammer,sledgehammer,128,,,,
2544,樵,mallet,mallet,128,,,,
2545,梯,ladder,ladder,128,,,,
2546,柑,citrus_tree,citrus_tree,128,,,,
2547,杭,picket,picket,128,,,,
2548,柊,holly,holly,128,,,,
2549,柚,citron,citron,128,,,,
2550,椀,wooden_bowl,wooden_bowl,128,,,,
2551,栂,hemlock,hemlock,128,,,,
2552,柾,spindle_tree,spindle_tree,128,,,,
2553,榊,sacred_tree,sacred_tree,128,,,,
2554,樫,evergreen_oak,evergreen_oak,128,,,,
2555,槙,black_pine,black_pine,128,,,,
2556,楢,japanese_oak,japanese_oak,128,,,,
2557,橘,tangerine,tangerine,128,,,,
2558,桧,hinoki_variant,hinoki_variant,128,,,,
2559,棲,roost,roost,128,,,,
2560,栖,nestle,nestle,128,,,,
2561,桔,bellflower,bellflower,129,,,,
2562,杜,temple_grove,temple_grove,129,,,,
2563,杷,grain_rake,grain_rake,129,,,,
2564,梶,oar,oar,129,,,,
2565,杵,wooden_pestle,wooden_pestle,129,,,,
2566,杖,cane,cane,129,,,,
2567,樽,barrel,barrel,129,,,,
2568,櫓,turret,turret,129,,,,
2569,橿,sturdy_oak,sturdy_oak,129,,,,
2570,杓,wooden_ladle,wooden_ladle,129,,,,
2571,李,damson,damson,129,,,,
2572,棉,raw_cotton,raw_cotton,129,,,,
2573,楯,escutcheon,escutcheon,129,,,,
2574,榎,hackberry,hackberry,129,,,,
2575,樺,birch,birch,129,,,,
2576,槍,lance,lance,129,,,,
2577,柘,wild_mulberry,wild_mulberry,129,,,,
2578,梱,bale,bale,129,,,,
2579,枇,loquat,loquat,129,,,,
2580,樋,downspout,downspout,129,,,,
2581,橇,sled,sled,130,,,,
2582,槃,enjoyment,enjoyment,130,,,,
2583,栞,bookmark,bookmark,130,,,,
2584,椰,coconut,coconut,130,,,,
2585,檀,sandalwood,sandalwood,130,,,,
2586,樗,sumac,sumac,130,,,,
2587,槻,zelkova,zelkova,130,,,,
2588,椙,cryptomeria,cryptomeria,130,,,,
2589,彬,copious,copious,130,,,,
2590,桶,bucket,bucket,130,,,,
2591,楕,ellipse,ellipse,130,,,,
2592,樒,staranise,staranise,130,,,,
2593,毬,furball,furball,130,,,,
2594,燿,twinkle,twinkle,130,,,,
2595,燎,watchfire,watchfire,130,,,,
2596,炬,torch,torch,130,,,,
2597,焚,kindle,kindle,130,,,,
2598,灸,moxa,moxa,130,,,,
2599,煽,fanning,fanning,130,,,,
2600,煤,soot,soot,130,,,,
2601,煉,firing,firing,131,,,,
2602,燦,dazzling,dazzling,131,,,,
2603,灼,refulgent,refulgent,131,,,,
2604,烙,branding,branding,131,,,,
2605,焔,flames,flames,131,,,,
2606,烹,stew,stew,131,,,,
2607,牽,tug,tug,131,,,,
2608,牝,female_animal,female_animal,131,,,,
2609,牡,male_animal,male_animal,131,,,,
2610,琳,chime,chime,131,,,,
2611,琉,lapis_lazuli,lapis_lazuli,131,,,,
2612,瑳,burnish,burnish,131,,,,
2613,琢,hone,hone,131,,,,
2614,珊,coral,coral,131,,,,
2615,瑚,coral_reef,coral_reef,131,,,,
2616,瑞,fortunate,fortunate,131,,,,
2617,玖,jet,jet,131,,,,
2618,瑛,crystal,crystal,131,,,,
2619,玲,tinkling,tinkling,131,,,,
2620,畢,lastly,lastly,131,,,,
2621,畦,paddyfield,paddyfield,132,,,,
2622,痒,itch,itch,132,,,,
2623,痰,phlegm,phlegm,132,,,,
2624,疹,measles,measles,132,,,,
2625,痔,hemorrhoids,hemorrhoids,132,,,,
2626,癌,cancer,cancer,132,,,,
2627,痺,paralysis,paralysis,132,,,,
2628,眸,eye_pupil,eye_pupil,132,,,,
2629,眩,dizzy,dizzy,132,,,,
2630,雉,pheasant,pheasant,132,,,,
2631,矩,carpenters_square,carpenters_square,132,,,,
2632,磐,bedrock,bedrock,132,,,,
2633,碇,grapnel,grapnel,132,,,,
2634,碧,blue_green,blue_green,132,,,,
2635,硯,inkstone,inkstone,132,,,,
2636,砥,grindstone,grindstone,132,,,,
2637,碗,teacup,teacup,132,,,,
2638,碍,obstacle,obstacle,132,,,,
2639,碩,illustrious,illustrious,132,,,,
2640,磯,rocky_beach,rocky_beach,132,,,,
2641,砺,whetstone,whetstone,133,,,,
2642,碓,mill,mill,133,,,,
2643,禦,fend_off,fend_off,133,,,,
2644,祷,beseech,beseech,133,,,,
2645,祐,ancestral_tablet,ancestral_tablet,133,,,,
2646,祇,local_god,local_god,133,,,,
2647,祢,ancestral_shrine,ancestral_shrine,133,,,,
2648,禄,salarium,salarium,133,,,,
2649,禎,felicitation,felicitation,133,,,,
2650,秤,balancing_scales,balancing_scales,133,,,,
2651,黍,millet,millet,133,,,,
2652,禿,bald,bald,133,,,,
2653,稔,bear_fruit,bear_fruit,133,,,,
2654,稗,crabgrass,crabgrass,133,,,,
2655,穣,bumper_crop,bumper_crop,133,,,,
2656,稜,imperial_authority,imperial_authority,133,,,,
2657,稀,sparse,sparse,133,,,,
2658,穆,obeisant,obeisant,133,,,,
2659,窺,peep,peep,133,,,,
2660,窄,tight,tight,133,,,,
2661,穿,drill,drill,134,,,,
2662,竃,kitchen_stove,kitchen_stove,134,,,,
2663,竪,longness,longness,134,,,,
2664,颯,rustling,rustling,134,,,,
2665,站,outpost,outpost,134,,,,
2666,靖,repose,repose,134,,,,
2667,妾,concubine,concubine,134,,,,
2668,衿,lapel,lapel,134,,,,
2669,袷,lined_kimono,lined_kimono,134,,,,
2670,袴,pleated_skirt,pleated_skirt,134,,,,
2671,襖,sliding_door,sliding_door,134,,,,
2672,笙,panpipe,panpipe,134,,,,
2673,筏,raft,raft,134,,,,
2674,簾,bamboo_blinds,bamboo_blinds,134,,,,
2675,箪,rattan_box,rattan_box,134,,,,
2676,竿,pole,pole,134,,,,
2677,箆,spatula,spatula,134,,,,
2678,箔,foil,foil,134,,,,
2679,笥,wardrobe,wardrobe,134,,,,
2680,箭,arrow_shaft,arrow_shaft,134,,,,
2681,筑,ancient_harp,ancient_harp,135,,,,
2682,篠,slender_bamboo,slender_bamboo,135,,,,
2683,纂,redaction,redaction,135,,,,
2684,竺,bamboo_cane,bamboo_cane,135,,,,
2685,箕,winnowing_fan,winnowing_fan,135,,,,
2686,笈,backpack,backpack,135,,,,
2687,篇,livraison,livraison,135,,,,
2688,筈,should,should,135,,,,
2689,簸,winnow,winnow,135,,,,
2690,粕,settlings,settlings,135,,,,
2691,糟,lees,lees,135,,,,
2692,糊,paste,paste,135,,,,
2693,籾,unhulled_rice,unhulled_rice,135,,,,
2694,糠,rice_bran,rice_bran,135,,,,
2695,糞,excrement,excrement,135,,,,
2696,粟,foxtail_millet,foxtail_millet,135,,,,
2697,繋,link_up,link_up,135,,,,
2698,綸,twine,twine,135,,,,
2699,絨,carpet_yarn,carpet_yarn,135,,,,
2700,絆,ties,ties,135,,,,
2701,緋,scarlet,scarlet,136,,,,
2702,綜,synthesis,synthesis,136,,,,
2703,紐,string,string,136,,,,
2704,紘,chinstrap,chinstrap,136,,,,
2705,纏,summarize,summarize,136,,,,
2706,絢,gorgeous,gorgeous,136,,,,
2707,繍,embroidery,embroidery,136,,,,
2708,紬,pongee,pongee,136,,,,
2709,綺,ornate,ornate,136,,,,
2710,綾,twill_fabric,twill_fabric,136,,,,
2711,絃,catgut,catgut,136,,,,
2712,縞,stripe,stripe,136,,,,
2713,綬,gimp,gimp,136,,,,
2714,紗,silk_gauze,silk_gauze,136,,,,
2715,舵,rudder,rudder,136,,,,
2716,聯,strung_together,strung_together,136,,,,
2717,聡,attentive,attentive,136,,,,
2718,聘,summons,summons,136,,,,
2719,耽,addiction,addiction,136,,,,
2720,耶,exclamation,exclamation,136,,,,
2721,蚤,flea,flea,137,,,,
2722,蟹,crab,crab,137,,,,
2723,蛋,protein,protein,137,,,,
2724,蟄,hibernation,hibernation,137,,,,
2725,蝿,housefly,housefly,137,,,,
2726,蟻,ant,ant,137,,,,
2727,蝋,wax,wax,137,,,,
2728,蝦,shrimp,shrimp,137,,,,
2729,蛸,octopus,octopus,137,,,,
2730,螺,screw,screw,137,,,,
2731,蝉,cicada,cicada,137,,,,
2732,蛙,frog,frog,137,,,,
2733,蛾,moth,moth,137,,,,
2734,蛤,clam,clam,137,,,,
2735,蛭,leech,leech,137,,,,
2736,蛎,oyster,oyster,137,,,,
2737,罫,ruled_lines,ruled_lines,137,,,,
2738,袈,stole,stole,137,,,,
2739,裟,monks_sash,monks_sash,137,,,,
2740,截,incision,incision,137,,,,
2741,哉,alas,alas,138,,,,
2742,詢,counsel,counsel,138,,,,
2743,諄,polite,polite,138,,,,
2744,讐,vendetta,vendetta,138,,,,
2745,諌,remonstrate,remonstrate,138,,,,
2746,諒,verify,verify,138,,,,
2747,讃,compliment,compliment,138,,,,
2748,訊,query,query,138,,,,
2749,訣,split_up,split_up,138,,,,
2750,詫,apologize,apologize,138,,,,
2751,誼,familiarity,familiarity,138,,,,
2752,謬,fallible,fallible,138,,,,
2753,訝,wary,wary,138,,,,
2754,諺,proverb,proverb,138,,,,
2755,誹,slander,slander,138,,,,
2756,謂,so_called,so_called,138,,,,
2757,諜,spying,spying,138,,,,
2758,註,footnote,footnote,138,,,,
2759,譬,parable,parable,138,,,,
2760,轟,rumble,rumble,138,,,,
2761,輔,reinforce,reinforce,139,,,,
2762,輻,spoke,spoke,139,,,,
2763,輯,assemble,assemble,139,,,,
2764,豹,panther,panther,139,,,,
2765,賎,despicable,despicable,139,,,,
2766,貰,get,get,139,,,,
2767,賑,bustling,bustling,139,,,,
2768,贖,expiate,expiate,139,,,,
2769,躓,stumble,stumble,139,,,,
2770,蹄,hoof,hoof,139,,,,
2771,蹟,vestiges,vestiges,139,,,,
2772,跨,straddle,straddle,139,,,,
2773,跪,kneel,kneel,139,,,,
2774,醤,soy_sauce,soy_sauce,139,,,,
2775,醍,whey,whey,139,,,,
2776,醐,ghee,ghee,139,,,,
2777,醇,strong_sake,strong_sake,139,,,,
2778,麹,malt,malt,139,,,,
2779,釦,button,button,139,,,,
2780,銚,keg,keg,139,,,,
2781,鋤,plow,plow,140,,,,
2782,鋸,hand_saw,hand_saw,140,,,,
2783,錐,awl,awl,140,,,,
2784,鍬,hoe,hoe,140,,,,
2785,鋲,rivet,rivet,140,,,,
2786,錫,tin,tin,140,,,,
2787,錨,anchor,anchor,140,,,,
2788,釘,nail,nail,140,,,,
2789,鑓,javelin,javelin,140,,,,
2790,鋒,swords_point,swords_point,140,,,,
2791,鎚,iron_hammer,iron_hammer,140,,,,
2792,鉦,carillion,carillion,140,,,,
2793,錆,rust,rust,140,,,,
2794,鍾,cluster,cluster,140,,,,
2795,鋏,scissors,scissors,140,,,,
2796,閃,flash,flash,140,,,,
2797,悶,agony,agony,140,,,,
2798,閤,side_gate,side_gate,140,,,,
2799,雫,trickle,trickle,140,,,,
2800,霞,haze,haze,140,,,,
2801,翰,quill,quill,141,,,,
2802,斡,auspices,auspices,141,,,,
2803,鞍,saddle,saddle,141,,,,
2804,鞭,whip,whip,141,,,,
2805,鞘,saddle_straps,saddle_straps,141,,,,
2806,鞄,briefcase,briefcase,141,,,,
2807,靭,pliable,pliable,141,,,,
2808,鞠,terminate,terminate,141,,,,
2809,顛,overturn,overturn,141,,,,
2810,穎,brush_tip,brush_tip,141,,,,
2811,頗,exceedingly,exceedingly,141,,,,
2812,頌,accolade,accolade,141,,,,
2813,頚,cervical,cervical,141,,,,
2814,餐,repast,repast,141,,,,
2815,饗,feast,feast,141,,,,
2816,蝕,eclipse,eclipse,141,,,,
2817,飴,sweets,sweets,141,,,,
2818,駕,stretcher,stretcher,141,,,,
2819,騨,dappled_horse,dappled_horse,141,,,,
2820,馳,rush,rush,141,,,,
2821,騙,cheat,cheat,142,,,,
2822,馴,tame,tame,142,,,,
2823,駁,rebuttal,rebuttal,142,,,,
2824,駈,gallop,gallop,142,,,,
2825,驢,donkey,donkey,142,,,,
2826,鰻,eel,eel,142,,,,
2827,鯛,sea_bream,sea_bream,142,,,,
2828,鰯,sardine,sardine,142,,,,
2829,鱒,trout,trout,142,,,,
2830,鮭,salmon,salmon,142,,,,
2831,鮪,tuna,tuna,142,,,,
2832,鮎,smelt,smelt,142,,,,
2833,鯵,horse_mackeral,horse_mackeral,142,,,,
2834,鱈,cod,cod,142,,,,
2835,鯖,mackerel,mackerel,142,,,,
2836,鮫,shark,shark,142,,,,
2837,鰹,bonito,bonito,142,,,,
2838,鰍,bullhead,bullhead,142,,,,
2839,鰐,alligator,alligator,142,,,,
2840,鮒,crucian,crucian,142,,,,
2841,鮨,sushi,sushi,143,,,,
2842,鰭,fish_fin,fish_fin,143,,,,
2843,鴎,seagull,seagull,143,,,,
2844,鵬,roc,roc,143,,,,
2845,鸚,parakeet,parakeet,143,,,,
2846,鵡,parrot,parrot,143,,,,
2847,鵜,cormorant,cormorant,143,,,,
2848,鷺,heron,heron,143,,,,
2849,鷲,eagle,eagle,143,,,,
2850,鴨,wild_duck,wild_duck,143,,,,
2851,鳶,black_kite,black_kite,143,,,,
2852,梟,owl,owl,143,,,,
2853,塵,dust,dust,143,,,,
2854,麒,giraffe,giraffe,143,,,,
2855,舅,fatherinlaw,fatherinlaw,143,,,,
2856,鼠,mouse,mouse,143,,,,
2857,鑿,bore,bore,143,,,,
2858,艘,small_craft,small_craft,143,,,,
2859,瞑,close_eyes,close_eyes,143,,,,
2860,暝,murky,murky,143,,,,
2861,坐,sitting,sitting,144,,,,
2862,朔,first_day,first_day,144,,,,
2863,曳,tow,tow,144,,,,
2864,洩,dribble_out,dribble_out,144,,,,
2865,彗,comet,comet,144,,,,
2866,慧,astute,astute,144,,,,
2867,爾,thou,thou,144,,,,
