lesson,order_in_lesson,kanji,keyword,slug,v1_concept_summary,v2Concept,subjectType,humanPresence,narrativeStrength,emotionalTone,colorWeight,atmosphere,galleryPriority
28,2,増,increase,increase,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «increase»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 増 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
28,3,贈,presents,presents,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «presents»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 贈 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
28,4,東,east,east,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «east»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 東 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,5,棟,ridgepole,ridgepole,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «ridgepole»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 棟 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,6,凍,frozen,frozen,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «frozen»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 凍 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,7,妊,pregnancy,pregnancy,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «pregnancy»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 妊 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,8,廷,courts,courts,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «courts»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 廷 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,9,染,dye,dye,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «dye»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 染 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,10,燃,burn,burn,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Storm light on hillside, distant lightning dividing sky — fire as weather, not symbol.",weather,secondary,active,compressed heat,rich,ember and shadow,feature
28,11,賓,vip,vip,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «vip»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 賓 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,12,歳,year_end,year_end,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «year_end»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 歳 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,13,県,prefecture,prefecture,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «prefecture»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 県 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,14,栃,horse_chestnut,horse_chestnut,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «horse_chestnut»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 栃 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,15,地,ground,ground,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «ground»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 地 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,16,池,pond,pond,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «pond»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 池 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,17,虫,insect,insect,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «insect»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 虫 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,18,蛍,lightning_bug,lightning_bug,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «lightning_bug»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 蛍 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
28,19,蛇,snake,snake,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «snake»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 蛇 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",feature
28,20,虹,rainbow,rainbow,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «rainbow»: a compelling real-world subject — figure, object, or weather — in smoky violet and oxidized copper; impressionistic realism; moment from a larger story; kanji 虹 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",hero
29,1,蝶,butterfly,butterfly,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «butterfly»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 蝶 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
29,2,独,alone,alone,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «alone»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 独 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
29,3,蚕,silkworm,silkworm,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «silkworm»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 蚕 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
29,4,風,wind,wind,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «wind»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 風 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,5,己,self,self,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «self»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 己 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,6,起,wake_up,wake_up,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «wake_up»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 起 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,7,妃,queen,queen,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «queen»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 妃 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,8,改,reformation,reformation,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «reformation»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 改 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,9,記,scribe,scribe,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «scribe»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 記 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,10,包,wrap,wrap,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «wrap»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 包 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",feature
29,11,胞,placenta,placenta,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «placenta»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 胞 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,12,砲,cannon,cannon,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «cannon»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 砲 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,13,泡,bubbles,bubbles,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «bubbles»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 泡 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,14,亀,turtle,turtle,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «turtle»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 亀 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,15,電,electricity,electricity,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «electricity»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 電 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,16,竜,dragon,dragon,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «dragon»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 竜 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,17,滝,waterfall,waterfall,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «waterfall»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 滝 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,18,豚,pork,pork,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «pork»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 豚 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
29,19,逐,pursue,pursue,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «pursue»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 逐 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",feature
29,20,遂,consummate,consummate,V1 KML-GLOW: study illustration tied to lesson palette and verse mood.,"Gallery still for «consummate»: a compelling real-world subject — figure, object, or weather — in deep indigo and muted gold with cool ivory strokes; impressionistic realism; moment from a larger story; kanji 遂 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",hero
30,1,家,house,house,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «house»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 家 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
30,2,嫁,marry_into,marry_into,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «marry_into»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 嫁 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
30,3,豪,overpowering,overpowering,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «overpowering»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 豪 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
30,4,腸,intestines,intestines,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «intestines»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 腸 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,5,場,location,location,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «location»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 場 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,6,湯,hot_water,hot_water,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «hot_water»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 湯 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,7,羊,sheep,sheep,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Portrait of a sheep in shallow depth of field, background dissolved into indigo shadow — a gallery animal study, not an emblem.",animal,none,active,"inward, reflective, spacious",moderate,"living air, tactile detail",supporting
30,8,美,beauty,beauty,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «beauty»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 美 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,9,洋,ocean,ocean,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «ocean»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 洋 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,10,詳,detailed,detailed,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «detailed»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 詳 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",feature
30,11,鮮,fresh,fresh,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «fresh»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 鮮 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,12,達,attain,attain,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «attain»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 達 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,13,羨,envious,envious,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «envious»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 羨 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,14,差,distinction,distinction,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «distinction»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 差 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,15,着,wear,wear,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «wear»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 着 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,16,唯,solely,solely,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «solely»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 唯 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,17,堆,piled_high,piled_high,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «piled_high»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 堆 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,18,椎,sweet_oak,sweet_oak,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «sweet_oak»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 椎 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
30,19,誰,who,who,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «who»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 誰 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",feature
30,20,焦,char,char,V1 KML-CINE: study illustration tied to lesson palette and verse mood.,"Gallery still for «char»: a compelling real-world subject — figure, object, or weather — in moss green and aged bronze; impressionistic realism; moment from a larger story; kanji 焦 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",hero
31,1,礁,reef,reef,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «reef»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 礁 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
31,2,集,gather,gather,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «gather»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 集 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
31,3,准,quasi,quasi,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «quasi»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 准 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
31,4,進,advance,advance,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «advance»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 進 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,5,雑,miscellaneous,miscellaneous,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «miscellaneous»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 雑 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,6,雌,female,female,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «female»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 雌 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,7,準,conform,conform,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «conform»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 準 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,8,奮,stirred_up,stirred_up,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «stirred_up»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 奮 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,9,奪,rob,rob,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «rob»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 奪 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,10,確,assurance,assurance,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «assurance»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 確 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",feature
31,11,午,noon,noon,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «noon»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 午 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,12,許,permit,permit,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «permit»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 許 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,13,歓,delight,delight,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «delight»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 歓 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,14,権,rights,rights,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «rights»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 権 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,15,観,observe,observe,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «observe»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 観 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,16,羽,feathers,feathers,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «feathers»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 羽 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,17,習,learn,learn,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «learn»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 習 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
31,18,翌,following_day,following_day,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Horizon ceremony: following day light breaking through cloud vault — land or sea below, no floating symbols.",weather,implied,implied,temporal hush,rich,amber and silver split,supporting
31,19,曜,weekday,weekday,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Horizon ceremony: weekday light breaking through cloud vault — land or sea below, no floating symbols.",weather,implied,implied,temporal hush,rich,amber and silver split,feature
31,20,濯,laundry,laundry,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «laundry»: a compelling real-world subject — figure, object, or weather — in charcoal black and ember red; impressionistic realism; moment from a larger story; kanji 濯 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",hero
