kanji,slug,prompt
撒,sprinkle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
擢,outstanding,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
摺,rubbing,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
捷,spoils,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
抉,gouge_out,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
怯,wince,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
惟,ponder,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
惚,infatuation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
怜,quickwitted,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
惇,considerate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
恰,as_if,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
恢,enlarge,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
悌,respect_for_elders,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
澪,canal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
洸,glistening,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
滉,expanse,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
漱,gargle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
洲,continent,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
洵,swirling_waters,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
滲,seep,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
洒,rinse,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
沐,douse,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
泪,teardrops,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
渾,gushing,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
涜,blaspheme,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
梁,roofbeam,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
澱,sediment,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
洛,old_kyoto,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
汝,thee,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
漉,filter,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瀕,on_verge_of,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
濠,moat,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
溌,spray,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
湊,port,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
淋,solitude,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
浩,abounding,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
汀,waters_edge,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鴻,large_goose,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
潅,souse,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
溢,brimming,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
湛,inundate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
淳,immaculate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
渥,moisten,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
灘,rough_seas,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
汲,draw_water,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
溜,cumulation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
渕,abyss_variant,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
沌,chaos,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
濾,strainer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
濡,drench,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
淀,eddy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
涅,black_soil,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
斧,hatchet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
爺,grandpa,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
猾,sly,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
猥,indecent,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
狡,cunning,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
狸,racoon_dog,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
狼,wolf,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
狽,flustered,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
狗,pup,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
狐,fox,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
狛,komainu,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
獅,lion,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
狒,baboon,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
莨,tobacco,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
茉,jasmine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
莉,hawthorn,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
苺,strawberry,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
萩,bush_clover,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
藝,technique_old,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
薙,trim,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蓑,straw_raincoat,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
苔,moss,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蕩,prodigal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蔓,tendril,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蓮,lotus,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
芙,lotus_flower,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蓉,lotus_blossom,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蘭,orchid,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
芦,hollow_reed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
薯,yam,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
菖,iris,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蕉,banana,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蕎,buckwheat,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蕗,butterbur,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
茄,eggplant,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蔭,behind_the_scenes,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蓬,wormwood,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
芥,mustard,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
萌,germinate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
葡,grape,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
萄,grape_vine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蘇,resurrect,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蕃,grow_wild,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
苓,cocklebur,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
菰,rush_mat,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蒙,darken,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
茅,grassy_reed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
芭,plantain,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
苅,mow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
葱,onion,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
葵,hollyhock,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
葺,shingling,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蕊,stamen,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
茸,mushroom,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蒔,sowing,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
芹,parsley,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
苫,thatching,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蒼,pale_blue,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
藁,straw,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蕪,turnip,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
藷,sweet_potato,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
薮,quack,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蒜,garlic,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蕨,bracken,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蔚,grow_plentiful,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
茜,madder_red,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
莞,candle_rush,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蒐,collector,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
菅,sedge,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
葦,ditch_reed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
迪,way,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
辿,track_down,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
這,crawl,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
迂,detour,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
遁,shirk,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
逢,tryst,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
遥,far_off,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
遼,faraway,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
逼,pressing,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
迄,until,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
逗,standstill,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鄭,courtesy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
隕,falling,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
隈,nook,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
憑,possessed,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
惹,attract,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
悉,all,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
忽,instantaneously,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
惣,firstborn_son,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
愈,all_the_more,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
恕,sensitive,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
昴,over_arching,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
晋,progress,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
晟,aglow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
暈,halo,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
暉,glitter,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
旱,dry_weather,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
晏,clear_skies,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
晨,morrow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
晒,bleaching,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
晃,limpid,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
曝,expose,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
曙,daybreak,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
昂,elevate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
昏,dusk,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
晦,dark,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
膿,pus,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
腑,viscera,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
胱,bladder,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
胚,embryo,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
肛,anus,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
脆,fragile,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
肋,rib,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
腔,body_cavity,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
肱,armrest,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
胡,uncivilized,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
楓,maple,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
楊,purple_willow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
椋,elm,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
榛,hazel,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
櫛,comb,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
槌,sledgehammer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
樵,mallet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
梯,ladder,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
柑,citrus_tree,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
杭,picket,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
柊,holly,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
柚,citron,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
椀,wooden_bowl,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
栂,hemlock,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
柾,spindle_tree,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
榊,sacred_tree,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
樫,evergreen_oak,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
槙,black_pine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
楢,japanese_oak,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
橘,tangerine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
桧,hinoki_variant,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
棲,roost,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
栖,nestle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
桔,bellflower,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
杜,temple_grove,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
杷,grain_rake,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
梶,oar,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
杵,wooden_pestle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
杖,cane,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
樽,barrel,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
櫓,turret,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
橿,sturdy_oak,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
杓,wooden_ladle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
李,damson,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
棉,raw_cotton,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
楯,escutcheon,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
榎,hackberry,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
樺,birch,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
槍,lance,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
柘,wild_mulberry,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
梱,bale,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
枇,loquat,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
樋,downspout,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
橇,sled,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
槃,enjoyment,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
栞,bookmark,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
椰,coconut,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
檀,sandalwood,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
樗,sumac,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
槻,zelkova,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
椙,cryptomeria,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
彬,copious,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
桶,bucket,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
楕,ellipse,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
樒,staranise,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
毬,furball,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
燿,twinkle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
燎,watchfire,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
炬,torch,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
焚,kindle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
灸,moxa,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
煽,fanning,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
煤,soot,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
煉,firing,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
燦,dazzling,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
灼,refulgent,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
烙,branding,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
焔,flames,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
烹,stew,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
牽,tug,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
牝,female_animal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
牡,male_animal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
琳,chime,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
琉,lapis_lazuli,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瑳,burnish,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
琢,hone,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
珊,coral,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瑚,coral_reef,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瑞,fortunate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
玖,jet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瑛,crystal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
玲,tinkling,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
畢,lastly,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
畦,paddyfield,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痒,itch,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痰,phlegm,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
疹,measles,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痔,hemorrhoids,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
癌,cancer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
痺,paralysis,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
眸,eye_pupil,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
眩,dizzy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
雉,pheasant,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
矩,carpenters_square,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
磐,bedrock,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
碇,grapnel,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
碧,blue_green,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
硯,inkstone,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
砥,grindstone,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
碗,teacup,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
碍,obstacle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
碩,illustrious,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
磯,rocky_beach,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
砺,whetstone,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
碓,mill,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
禦,fend_off,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
祷,beseech,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
祐,ancestral_tablet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
祇,local_god,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
祢,ancestral_shrine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
禄,salarium,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
禎,felicitation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
秤,balancing_scales,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
黍,millet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
禿,bald,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
稔,bear_fruit,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
稗,crabgrass,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
穣,bumper_crop,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
