kanji,slug,keyword,prompt
狛,komainu,komainu,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of komainu, simple abstract form"
獅,lion,lion,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lion, simple abstract form"
狒,baboon,baboon,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of baboon, simple abstract form"
莨,tobacco,tobacco,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tobacco, simple abstract form"
茉,jasmine,jasmine,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of jasmine, simple abstract form"
莉,hawthorn,hawthorn,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hawthorn, simple abstract form"
苺,strawberry,strawberry,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of strawberry, simple abstract form"
萩,bush_clover,bush_clover,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bush_clover, simple abstract form"
藝,technique_old,technique_old,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of technique_old, simple abstract form"
薙,trim,trim,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of trim, simple abstract form"
蓑,straw_raincoat,straw_raincoat,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of straw_raincoat, simple abstract form"
苔,moss,moss,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of moss, simple abstract form"
蕩,prodigal,prodigal,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of prodigal, simple abstract form"
蔓,tendril,tendril,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tendril, simple abstract form"
蓮,lotus,lotus,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lotus, simple abstract form"
芙,lotus_flower,lotus_flower,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lotus_flower, simple abstract form"
蓉,lotus_blossom,lotus_blossom,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lotus_blossom, simple abstract form"
蘭,orchid,orchid,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of orchid, simple abstract form"
芦,hollow_reed,hollow_reed,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hollow_reed, simple abstract form"
薯,yam,yam,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of yam, simple abstract form"
菖,iris,iris,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of iris, simple abstract form"
蕉,banana,banana,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of banana, simple abstract form"
蕎,buckwheat,buckwheat,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of buckwheat, simple abstract form"
蕗,butterbur,butterbur,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of butterbur, simple abstract form"
茄,eggplant,eggplant,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of eggplant, simple abstract form"
蔭,behind_the_scenes,behind_the_scenes,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of behind_the_scenes, simple abstract form"
蓬,wormwood,wormwood,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wormwood, simple abstract form"
芥,mustard,mustard,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mustard, simple abstract form"
萌,germinate,germinate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of germinate, simple abstract form"
葡,grape,grape,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grape, simple abstract form"
萄,grape_vine,grape_vine,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grape_vine, simple abstract form"
蘇,resurrect,resurrect,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of resurrect, simple abstract form"
蕃,grow_wild,grow_wild,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grow_wild, simple abstract form"
苓,cocklebur,cocklebur,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cocklebur, simple abstract form"
菰,rush_mat,rush_mat,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rush_mat, simple abstract form"
蒙,darken,darken,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of darken, simple abstract form"
茅,grassy_reed,grassy_reed,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grassy_reed, simple abstract form"
芭,plantain,plantain,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of plantain, simple abstract form"
苅,mow,mow,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mow, simple abstract form"
葱,onion,onion,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of onion, simple abstract form"
葵,hollyhock,hollyhock,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hollyhock, simple abstract form"
葺,shingling,shingling,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shingling, simple abstract form"
蕊,stamen,stamen,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of stamen, simple abstract form"
茸,mushroom,mushroom,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mushroom, simple abstract form"
蒔,sowing,sowing,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sowing, simple abstract form"
芹,parsley,parsley,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of parsley, simple abstract form"
苫,thatching,thatching,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of thatching, simple abstract form"
蒼,pale_blue,pale_blue,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pale_blue, simple abstract form"
藁,straw,straw,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of straw, simple abstract form"
蕪,turnip,turnip,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of turnip, simple abstract form"
藷,sweet_potato,sweet_potato,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sweet_potato, simple abstract form"
薮,quack,quack,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of quack, simple abstract form"
蒜,garlic,garlic,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of garlic, simple abstract form"
蕨,bracken,bracken,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bracken, simple abstract form"
蔚,grow_plentiful,grow_plentiful,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grow_plentiful, simple abstract form"
茜,madder_red,madder_red,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of madder_red, simple abstract form"
莞,candle_rush,candle_rush,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of candle_rush, simple abstract form"
蒐,collector,collector,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of collector, simple abstract form"
菅,sedge,sedge,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sedge, simple abstract form"
葦,ditch_reed,ditch_reed,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ditch_reed, simple abstract form"
迪,way,way,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of way, simple abstract form"
辿,track_down,track_down,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of track_down, simple abstract form"
這,crawl,crawl,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of crawl, simple abstract form"
迂,detour,detour,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of detour, simple abstract form"
遁,shirk,shirk,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shirk, simple abstract form"
逢,tryst,tryst,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tryst, simple abstract form"
遥,far_off,far_off,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of far_off, simple abstract form"
遼,faraway,faraway,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of faraway, simple abstract form"
逼,pressing,pressing,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pressing, simple abstract form"
迄,until,until,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of until, simple abstract form"
逗,standstill,standstill,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of standstill, simple abstract form"
鄭,courtesy,courtesy,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of courtesy, simple abstract form"
隕,falling,falling,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of falling, simple abstract form"
隈,nook,nook,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of nook, simple abstract form"
憑,possessed,possessed,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of possessed, simple abstract form"
惹,attract,attract,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of attract, simple abstract form"
悉,all,all,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of all, simple abstract form"
忽,instantaneously,instantaneously,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of instantaneously, simple abstract form"
惣,firstborn_son,firstborn_son,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of firstborn_son, simple abstract form"
愈,all_the_more,all_the_more,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of all_the_more, simple abstract form"
恕,sensitive,sensitive,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sensitive, simple abstract form"
昴,over_arching,over_arching,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of over_arching, simple abstract form"
晋,progress,progress,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of progress, simple abstract form"
晟,aglow,aglow,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of aglow, simple abstract form"
暈,halo,halo,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of halo, simple abstract form"
暉,glitter,glitter,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of glitter, simple abstract form"
旱,dry_weather,dry_weather,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dry_weather, simple abstract form"
晏,clear_skies,clear_skies,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of clear_skies, simple abstract form"
晨,morrow,morrow,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of morrow, simple abstract form"
晒,bleaching,bleaching,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bleaching, simple abstract form"
晃,limpid,limpid,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of limpid, simple abstract form"
曝,expose,expose,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of expose, simple abstract form"
曙,daybreak,daybreak,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of daybreak, simple abstract form"
昂,elevate,elevate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of elevate, simple abstract form"
昏,dusk,dusk,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dusk, simple abstract form"
晦,dark,dark,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dark, simple abstract form"
膿,pus,pus,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pus, simple abstract form"
腑,viscera,viscera,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of viscera, simple abstract form"
胱,bladder,bladder,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bladder, simple abstract form"
胚,embryo,embryo,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of embryo, simple abstract form"
肛,anus,anus,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of anus, simple abstract form"
脆,fragile,fragile,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of fragile, simple abstract form"
肋,rib,rib,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rib, simple abstract form"
腔,body_cavity,body_cavity,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of body_cavity, simple abstract form"
肱,armrest,armrest,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of armrest, simple abstract form"
胡,uncivilized,uncivilized,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of uncivilized, simple abstract form"
楓,maple,maple,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of maple, simple abstract form"
楊,purple_willow,purple_willow,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of purple_willow, simple abstract form"
椋,elm,elm,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of elm, simple abstract form"
榛,hazel,hazel,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hazel, simple abstract form"
櫛,comb,comb,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of comb, simple abstract form"
槌,sledgehammer,sledgehammer,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sledgehammer, simple abstract form"
樵,mallet,mallet,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mallet, simple abstract form"
梯,ladder,ladder,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ladder, simple abstract form"
柑,citrus_tree,citrus_tree,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of citrus_tree, simple abstract form"
杭,picket,picket,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of picket, simple abstract form"
柊,holly,holly,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of holly, simple abstract form"
柚,citron,citron,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of citron, simple abstract form"
椀,wooden_bowl,wooden_bowl,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wooden_bowl, simple abstract form"
栂,hemlock,hemlock,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hemlock, simple abstract form"
柾,spindle_tree,spindle_tree,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of spindle_tree, simple abstract form"
榊,sacred_tree,sacred_tree,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sacred_tree, simple abstract form"
樫,evergreen_oak,evergreen_oak,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of evergreen_oak, simple abstract form"
槙,black_pine,black_pine,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of black_pine, simple abstract form"
楢,japanese_oak,japanese_oak,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of japanese_oak, simple abstract form"
橘,tangerine,tangerine,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tangerine, simple abstract form"
桧,hinoki_variant,hinoki_variant,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hinoki_variant, simple abstract form"
棲,roost,roost,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of roost, simple abstract form"
栖,nestle,nestle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of nestle, simple abstract form"
桔,bellflower,bellflower,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bellflower, simple abstract form"
杜,temple_grove,temple_grove,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of temple_grove, simple abstract form"
杷,grain_rake,grain_rake,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grain_rake, simple abstract form"
梶,oar,oar,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of oar, simple abstract form"
杵,wooden_pestle,wooden_pestle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wooden_pestle, simple abstract form"
杖,cane,cane,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cane, simple abstract form"
樽,barrel,barrel,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of barrel, simple abstract form"
櫓,turret,turret,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of turret, simple abstract form"
橿,sturdy_oak,sturdy_oak,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sturdy_oak, simple abstract form"
杓,wooden_ladle,wooden_ladle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wooden_ladle, simple abstract form"
李,damson,damson,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of damson, simple abstract form"
棉,raw_cotton,raw_cotton,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of raw_cotton, simple abstract form"
楯,escutcheon,escutcheon,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of escutcheon, simple abstract form"
榎,hackberry,hackberry,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hackberry, simple abstract form"
樺,birch,birch,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of birch, simple abstract form"
槍,lance,lance,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lance, simple abstract form"
柘,wild_mulberry,wild_mulberry,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wild_mulberry, simple abstract form"
梱,bale,bale,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bale, simple abstract form"
枇,loquat,loquat,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of loquat, simple abstract form"
樋,downspout,downspout,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of downspout, simple abstract form"
橇,sled,sled,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sled, simple abstract form"
槃,enjoyment,enjoyment,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of enjoyment, simple abstract form"
栞,bookmark,bookmark,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bookmark, simple abstract form"
椰,coconut,coconut,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of coconut, simple abstract form"
檀,sandalwood,sandalwood,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sandalwood, simple abstract form"
樗,sumac,sumac,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sumac, simple abstract form"
槻,zelkova,zelkova,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of zelkova, simple abstract form"
椙,cryptomeria,cryptomeria,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cryptomeria, simple abstract form"
彬,copious,copious,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of copious, simple abstract form"
桶,bucket,bucket,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bucket, simple abstract form"
楕,ellipse,ellipse,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ellipse, simple abstract form"
樒,staranise,staranise,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of staranise, simple abstract form"
毬,furball,furball,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of furball, simple abstract form"
燿,twinkle,twinkle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of twinkle, simple abstract form"
燎,watchfire,watchfire,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of watchfire, simple abstract form"
炬,torch,torch,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of torch, simple abstract form"
焚,kindle,kindle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of kindle, simple abstract form"
灸,moxa,moxa,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of moxa, simple abstract form"
煽,fanning,fanning,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of fanning, simple abstract form"
煤,soot,soot,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of soot, simple abstract form"
煉,firing,firing,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of firing, simple abstract form"
燦,dazzling,dazzling,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dazzling, simple abstract form"
灼,refulgent,refulgent,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of refulgent, simple abstract form"
烙,branding,branding,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of branding, simple abstract form"
焔,flames,flames,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of flames, simple abstract form"
烹,stew,stew,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of stew, simple abstract form"
牽,tug,tug,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tug, simple abstract form"
牝,female_animal,female_animal,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of female_animal, simple abstract form"
牡,male_animal,male_animal,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of male_animal, simple abstract form"
琳,chime,chime,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of chime, simple abstract form"
琉,lapis_lazuli,lapis_lazuli,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lapis_lazuli, simple abstract form"
瑳,burnish,burnish,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of burnish, simple abstract form"
琢,hone,hone,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hone, simple abstract form"
珊,coral,coral,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of coral, simple abstract form"
瑚,coral_reef,coral_reef,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of coral_reef, simple abstract form"
瑞,fortunate,fortunate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of fortunate, simple abstract form"
玖,jet,jet,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of jet, simple abstract form"
瑛,crystal,crystal,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of crystal, simple abstract form"
玲,tinkling,tinkling,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tinkling, simple abstract form"
畢,lastly,lastly,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lastly, simple abstract form"
畦,paddyfield,paddyfield,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of paddyfield, simple abstract form"
痒,itch,itch,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of itch, simple abstract form"
痰,phlegm,phlegm,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of phlegm, simple abstract form"
疹,measles,measles,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of measles, simple abstract form"
痔,hemorrhoids,hemorrhoids,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hemorrhoids, simple abstract form"
